Date;Open;High;Low;Close;Adj Close;Volume
2015-12-01;81,85;81,889999;81,75;81,769997;81,769997;1000
2015-12-02;81,99;82,260002;81,32;81,330002;81,330002;4100
2015-12-03;81,33;81,330002;77,970001;79,099998;79,099998;12840
2015-12-04;78,70;79,989998;78,699997;79,989998;79,989998;5200
2015-12-07;79,05;79,900002;78,870003;79,900002;79,900002;1220
2015-12-08;79,42;80,400002;79,309998;80,400002;80,400002;4000
2015-12-09;78,57;78,660004;77,07;78,120003;78,120003;3400
2015-12-10;78,76;79,419998;78,699997;79,290001;79,290001;53130
2015-12-11;79,39;79,660004;78,900002;79,660004;79,660004;61000
2015-12-14;78,97;79,57;78,900002;79,57;79,57;8600
2015-12-15;80,74;81,010002;80,330002;80,989998;80,989998;7580
2015-12-16;82,05;82,400002;81,25;82,400002;82,400002;7000
2015-12-17;81,08;81,440002;80,739998;81,440002;81,440002;14000
2015-12-18;79,90;80,779999;79,099998;80,779999;80,779999;7770
2015-12-21;81,69;82,160004;81,650002;81,809998;81,809998;8040
2015-12-22;82,24;82,440002;81,980003;82,150002;82,150002;4400
2015-12-23;82,72;82,720001;82,150002;82,150002;82,150002;2020
2015-12-28;81,42;81,419998;80,059998;80,349998;80,349998;4420
2015-12-29;81,44;81,669998;81,43;81,5;81,5;1700
2015-12-30;83,10;83,099998;83,099998;83,099998;83,099998;171700
2016-01-04;82,35;82,349998;82,349998;82,349998;82,349998;250000
2016-01-05;81,55;83;81,160004;83;83;5400
2016-01-06;81,08;81,650002;80,82;81,650002;81,650002;8000
2016-01-07;80,61;80,610001;79,669998;80,25;80,25;46120
2016-01-08;79,46;79,519997;79,010002;79,5;79,5;1600
2016-01-11;79,00;79;78,209999;78,489998;78,489998;2720
2016-01-12;78,56;78,970001;78,5;78,970001;78,970001;54000
2016-01-13;78,26;78,260002;77,059998;77,18;77,18;17000
2016-01-14;77,44;78,419998;77,419998;78,419998;78,419998;26000
2016-01-15;76,85;76,849998;76,849998;76,849998;76,849998;56510
2016-01-18;76,77;76,770401;76,770401;76,770401;76,770401;0
2016-01-19;77,24;77,839996;76,75;77,839996;77,839996;1500
2016-01-20;76,32;77,82;76,040001;77,82;77,82;8000
2016-01-21;79,02;79,279999;78,459999;78,790001;78,790001;13200
2016-01-22;79,16;79,449997;79,010002;79,410004;79,410004;3140
2016-01-26;77,83;78,529999;77,830002;78,239998;78,239998;9600
2016-01-27;78,53;78,529999;78,529999;78,529999;78,529999;5000
2016-01-28;78,40;78,529999;77,980003;78,349998;78,349998;12820
2016-01-29;78,27;78,580002;78,199997;78,32;78,32;21000
2016-02-01;77,76;78,300003;77,410004;78,300003;78,300003;8000
2016-02-02;77,76;77,760002;76,989998;77,139999;77,139999;2240
2016-02-03;74,86;75,82;74,849998;75,57;75,57;1000
2016-02-04;75,58;75,760002;75,239998;75,379997;75,379997;2000
2016-02-05;74,98;74,989998;74,480003;74,57;74,57;26600
2016-02-10;74,50;74,709999;74,5;74,709999;74,709999;1010
2016-02-11;73,59;74,330002;73,339996;74,330002;74,330002;10040
2016-02-12;75,11;75,919998;75,050003;75,919998;75,919998;11500
